MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2444243	Map3k13	mitogen-activated protein kinase kinase kinase 13	16		stress-activated MAPK cascade			ISO	O43283 	J:164563 	
MGI:1858204	Map3k14	mitogen-activated protein kinase kinase kinase 14	11		MAPK cascade			IBA	P41279 PTN002519713 Q9Y6R4 S000000669 S000003631 S000005314 SPAC1006.09 SPAC9G1.02 	J:161428 	
MGI:1858204	Map3k14	mitogen-activated protein kinase kinase kinase 14	11		MAPK cascade			IEA	GO:0004706 	J:346132 	
MGI:2448588	Map3k15	mitogen-activated protein kinase kinase kinase 15	X		JNK cascade			IBA	PTN000172316 Q99683 RGD:1306565 	J:161428 	
MGI:2448588	Map3k15	mitogen-activated protein kinase kinase kinase 15	X		MAPK cascade			IEA	IPR043969 	J:72247 	
MGI:2448588	Map3k15	mitogen-activated protein kinase kinase kinase 15	X		p38MAPK cascade			IBA	MGI:1346876 PTN000172316 S000004354 	J:161428 	
MGI:1203481	Map3k19	mitogen-activated protein kinase kinase kinase 19	1		MAPK cascade			IEA	GO:0004709 	J:346132 	
MGI:2443258	Map3k20	mitogen-activated protein kinase kinase kinase 20	2		JNK cascade			IMP		J:241322 	
MGI:2443258	Map3k20	mitogen-activated protein kinase kinase kinase 20	2		JNK cascade			ISO	Q9NYL2 	J:164563 	
MGI:2443258	Map3k20	mitogen-activated protein kinase kinase kinase 20	2		MAPK cascade			ISO	Q9NYL2 	J:164563 	
MGI:2443258	Map3k20	mitogen-activated protein kinase kinase kinase 20	2		p38MAPK cascade			IMP		J:241322 	
MGI:2443258	Map3k20	mitogen-activated protein kinase kinase kinase 20	2		p38MAPK cascade			ISO	Q9NYL2 	J:164563 	
MGI:2443258	Map3k20	mitogen-activated protein kinase kinase kinase 20	2		p38MAPK cascade			ISS	Q9NYL2 	J:342587 	
MGI:2443258	Map3k20	mitogen-activated protein kinase kinase kinase 20	2		stress-activated MAPK cascade			IMP		J:328829 	
MGI:2443258	Map3k20	mitogen-activated protein kinase kinase kinase 20	2		stress-activated MAPK cascade			ISO	Q9NYL2 	J:164563 	
MGI:2385307	Map3k21	mitogen-activated protein kinase kinase kinase 21	8		MAPK cascade			IEA	GO:0004706 	J:346132 	
MGI:2385307	Map3k21	mitogen-activated protein kinase kinase kinase 21	8		MAPK cascade			IEA	GO:0004709 	J:346132 	
MGI:1346882	Map4k1	mitogen-activated protein kinase kinase kinase kinase 1	7		JNK cascade			IEA	ENSP00000380066 Q92918 	J:342605 	
MGI:1346882	Map4k1	mitogen-activated protein kinase kinase kinase kinase 1	7		JNK cascade			ISO	Q92918 	J:164563 	
MGI:1346882	Map4k1	mitogen-activated protein kinase kinase kinase kinase 1	7		positive regulation of MAPK cascade			IEA	ENSP00000380066 Q92918 	J:342605 	
MGI:1346882	Map4k1	mitogen-activated protein kinase kinase kinase kinase 1	7		positive regulation of MAPK cascade			ISO	Q92918 	J:164563 	
MGI:1346883	Map4k2	mitogen-activated protein kinase kinase kinase kinase 2	19		MAPK cascade			IEA	GO:0008349 	J:346132 	
MGI:1346883	Map4k2	mitogen-activated protein kinase kinase kinase kinase 2	19		positive regulation of JNK cascade			IEA	ENSP00000294066 Q12851 	J:342605 	
MGI:1346883	Map4k2	mitogen-activated protein kinase kinase kinase kinase 2	19		positive regulation of JNK cascade			ISO	Q12851 	J:164563 	
MGI:1346883	Map4k2	mitogen-activated protein kinase kinase kinase kinase 2	19		positive regulation of JUN kinase activity			ISO	Q12851 	J:164563 	
MGI:2154405	Map4k3	mitogen-activated protein kinase kinase kinase kinase 3	17		MAPK cascade			IEA	GO:0008349 	J:346132 	
MGI:1349394	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4	1		MAPK cascade			IBA	PTN000685430 Q9H2K8 RGD:621590 	J:161428 	
MGI:1349394	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4	1		positive regulation of JNK cascade			IDA		J:39300 	
MGI:1349394	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4	1		regulation of JNK cascade			ISO	O95819 	J:164563 	
MGI:1349394	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4	1		regulation of JNK cascade			ISS	O95819 	J:342587 	
MGI:1349394	Map4k4	mitogen-activated protein kinase kinase kinase kinase 4	1		regulation of MAPK cascade			IBA	MGI:1339975 MGI:1349394 MGI:1355329 MGI:1915919 MGI:1928487 O95819 PTN001969365 Q13153 Q8N4C8 Q9H2K8 Q9UKE5 SPBC1604.14c 	J:161428 	
MGI:1925503	Map4k5	mitogen-activated protein kinase kinase kinase kinase 5	12		MAPK cascade			IEA	GO:0008349 	J:346132 	
MGI:1346858	Mapk1	mitogen-activated protein kinase 1	16		ERK1 and ERK2 cascade			IGI	MGI:1346859 	J:143745 	
MGI:1346858	Mapk1	mitogen-activated protein kinase 1	16		ERK1 and ERK2 cascade			ISO	RGD:70500 	J:155856 	
MGI:1346858	Mapk1	mitogen-activated protein kinase 1	16		ERK1 and ERK2 cascade			ISO	P28482 	J:164563 	
MGI:1346858	Mapk1	mitogen-activated protein kinase 1	16		JNK cascade			IEA	GO:0004705 	J:346132 	
MGI:1346858	Mapk1	mitogen-activated protein kinase 1	16		MAPK cascade			IDA		J:31951 	
MGI:1346858	Mapk1	mitogen-activated protein kinase 1	16		MAPK cascade	happens in immature alpha-beta T cell		IDA		J:35279 	
MGI:1346858	Mapk1	mitogen-activated protein kinase 1	16		MAPK cascade	happens in B cell		IDA		J:42368 	
MGI:1346858	Mapk1	mitogen-activated protein kinase 1	16		MAPK cascade			IGI	MGI:1346859 	J:264453 	
MGI:1346858	Mapk1	mitogen-activated protein kinase 1	16		MAPK cascade			ISO	RGD:70500 	J:155856 	
MGI:1346858	Mapk1	mitogen-activated protein kinase 1	16		regulation of stress-activated MAPK cascade			TAS		J:180564 	
MGI:1346858	Mapk1	mitogen-activated protein kinase 1	16		stress-activated MAPK cascade			IEA	ENSP00000215832 P28482 	J:342605 	
MGI:1346858	Mapk1	mitogen-activated protein kinase 1	16		stress-activated MAPK cascade			ISO	P28482 	J:164563 	
MGI:1346859	Mapk3	mitogen-activated protein kinase 3	7		ERK1 and ERK2 cascade			IGI	MGI:1346858 	J:143745 	
MGI:1346859	Mapk3	mitogen-activated protein kinase 3	7		JNK cascade			IEA	GO:0004705 	J:346132 	
MGI:1346859	Mapk3	mitogen-activated protein kinase 3	7		MAPK cascade			IGI	MGI:1346858 	J:264453 	
MGI:1346859	Mapk3	mitogen-activated protein kinase 3	7		MAPK cascade			ISO	RGD:3046 	J:155856 	
MGI:1346859	Mapk3	mitogen-activated protein kinase 3	7		positive regulation of ERK1 and ERK2 cascade			IEA	ENSP00000263025 P27361 	J:342605 	
MGI:1346859	Mapk3	mitogen-activated protein kinase 3	7		positive regulation of ERK1 and ERK2 cascade			ISO	P27361 	J:164563 	
MGI:1346859	Mapk3	mitogen-activated protein kinase 3	7		regulation of stress-activated MAPK cascade			TAS		J:180564 	
MGI:1346859	Mapk3	mitogen-activated protein kinase 3	7		stress-activated MAPK cascade			IEA	ENSP00000263025 P27361 	J:342605 	
MGI:1346859	Mapk3	mitogen-activated protein kinase 3	7		stress-activated MAPK cascade			ISO	P27361 	J:164563 	
MGI:2444559	Mapk4	mitogen-activated protein kinase 4	18		JNK cascade			IEA	GO:0004705 	J:346132 	
MGI:1354946	Mapk6	mitogen-activated protein kinase 6	9		JNK cascade			IEA	GO:0004705 	J:346132 	
MGI:1346347	Mapk7	mitogen-activated protein kinase 7	11		ERK5 cascade			ISO	RGD:621505 	J:155856 	
MGI:1346347	Mapk7	mitogen-activated protein kinase 7	11		JNK cascade			IEA	GO:0004705 	J:346132 	
MGI:1346347	Mapk7	mitogen-activated protein kinase 7	11		MAPK cascade			ISO	RGD:621505 	J:155856 	
MGI:1346347	Mapk7	mitogen-activated protein kinase 7	11		MAPK cascade			ISS	P0C865 	J:342587 	
MGI:1346347	Mapk7	mitogen-activated protein kinase 7	11		negative regulation of ERK5 cascade		PR:Q9WVS8-3PR:Q9WVS8-2	IDA		J:68796 	
MGI:1346347	Mapk7	mitogen-activated protein kinase 7	11		negative regulation of MAP kinase activity	uses PR:Q9WVS8-1	PR:Q9WVS8-3	IDA		J:68796 	
MGI:1346347	Mapk7	mitogen-activated protein kinase 7	11		negative regulation of MAP kinase activity	uses PR:Q9WVS8-1	PR:Q9WVS8-2	IDA		J:69796 	
MGI:1346861	Mapk8	mitogen-activated protein kinase 8	14		JNK cascade			IBA	MGI:1346861 MGI:1346863 P45983 P45984 PTN001171982 RGD:3663 RGD:628847 	J:161428 	
MGI:1346861	Mapk8	mitogen-activated protein kinase 8	14		JNK cascade			IDA		J:61895 	
MGI:1346861	Mapk8	mitogen-activated protein kinase 8	14		JNK cascade		PR:A6P3E4PR:Q7TSJ7	IEA	GO:0004705 	J:346132 	
MGI:1346861	Mapk8	mitogen-activated protein kinase 8	14		JNK cascade			ISO	P45983 	J:164563 	
MGI:1346861	Mapk8	mitogen-activated protein kinase 8	14		JNK cascade			ISO	Q9DGD9 	J:137475 	
MGI:1346861	Mapk8	mitogen-activated protein kinase 8	14		JUN phosphorylation	happens in fibroblast		IMP	MGI:2384141 	J:88294 	
MGI:1346861	Mapk8	mitogen-activated protein kinase 8	14		JUN phosphorylation			ISO	P45983 	J:164563 	
MGI:1346861	Mapk8	mitogen-activated protein kinase 8	14		JUN phosphorylation			ISO	P45983 	J:73065 	
MGI:1346861	Mapk8	mitogen-activated protein kinase 8	14		stress-activated MAPK cascade			ISO	P45983 	J:164563 	
MGI:1309464	Mapk8ip1	mitogen-activated protein kinase 8 interacting protein 1	2		JNK cascade			IBA	MGI:1309464 MGI:1926555 PTN000881520 	J:161428 	
MGI:1309464	Mapk8ip1	mitogen-activated protein kinase 8 interacting protein 1	2		JUN phosphorylation			IDA		J:50502 	
MGI:1309464	Mapk8ip1	mitogen-activated protein kinase 8 interacting protein 1	2		MAPK cascade			IEA	GO:0005078 	J:346132 	
MGI:1309464	Mapk8ip1	mitogen-activated protein kinase 8 interacting protein 1	2		negative regulation of JNK cascade			ISO	RGD:70937 	J:155856 	
MGI:1309464	Mapk8ip1	mitogen-activated protein kinase 8 interacting protein 1	2		negative regulation of JUN kinase activity			ISS	Q9R237 	J:342587 	
MGI:1309464	Mapk8ip1	mitogen-activated protein kinase 8 interacting protein 1	2		positive regulation of JNK cascade			IMP		J:205863 	
MGI:1309464	Mapk8ip1	mitogen-activated protein kinase 8 interacting protein 1	2		regulation of JNK cascade			IMP		J:77616 	
MGI:1926555	Mapk8ip2	mitogen-activated protein kinase 8 interacting protein 2	15		JNK cascade			IBA	MGI:1309464 MGI:1926555 PTN000881520 	J:161428 	
MGI:1926555	Mapk8ip2	mitogen-activated protein kinase 8 interacting protein 2	15		JNK cascade			IDA		J:63942 	
MGI:1926555	Mapk8ip2	mitogen-activated protein kinase 8 interacting protein 2	15		MAPK cascade			ISO	Q13387-2 	J:73065 	
MGI:1926555	Mapk8ip2	mitogen-activated protein kinase 8 interacting protein 2	15		positive regulation of stress-activated MAPK cascade			IEA	ENSRNOP00000052648 G3V9M2 	J:342605 	
MGI:1926555	Mapk8ip2	mitogen-activated protein kinase 8 interacting protein 2	15		positive regulation of stress-activated MAPK cascade			ISO	RGD:1309727 	J:155856 	
MGI:1926555	Mapk8ip2	mitogen-activated protein kinase 8 interacting protein 2	15		regulation of JNK cascade			ISO	Q13387 	J:164563 	
MGI:1926555	Mapk8ip2	mitogen-activated protein kinase 8 interacting protein 2	15		regulation of JNK cascade			ISS	Q9WVI9 	J:342587 	
MGI:1353598	Mapk8ip3	mitogen-activated protein kinase 8 interacting protein 3	17		JNK cascade			IDA		J:59878 	
MGI:1353598	Mapk8ip3	mitogen-activated protein kinase 8 interacting protein 3	17		positive regulation of JNK cascade			ISO	RGD:1563691 	J:155856 	
MGI:1353598	Mapk8ip3	mitogen-activated protein kinase 8 interacting protein 3	17		positive regulation of JUN kinase activity			IDA		J:64817 	
MGI:1353598	Mapk8ip3	mitogen-activated protein kinase 8 interacting protein 3	17		positive regulation of JUN kinase activity			IDA		J:97560 	
MGI:1353598	Mapk8ip3	mitogen-activated protein kinase 8 interacting protein 3	17		regulation of JNK cascade			IDA		J:59878 	
MGI:1346862	Mapk9	mitogen-activated protein kinase 9	11		JNK cascade			IBA	MGI:1346861 MGI:1346863 P45983 P45984 PTN001171982 RGD:3663 RGD:628847 	J:161428 	
MGI:1346862	Mapk9	mitogen-activated protein kinase 9	11		JNK cascade			ISO	RGD:628847 	J:155856 	
MGI:1346862	Mapk9	mitogen-activated protein kinase 9	11		JNK cascade			ISO	P45984 	J:164563 	
MGI:1346862	Mapk9	mitogen-activated protein kinase 9	11		JNK cascade			ISS	Q91Y86 	J:61895 	
MGI:1346862	Mapk9	mitogen-activated protein kinase 9	11		regulation of JNK cascade			ISO	RGD:628847 	J:155856 	
MGI:1346863	Mapk10	mitogen-activated protein kinase 10	5		JNK cascade			IBA	MGI:1346861 MGI:1346863 P45983 P45984 PTN001171982 RGD:3663 RGD:628847 	J:161428 	
MGI:1346863	Mapk10	mitogen-activated protein kinase 10	5		JNK cascade			IDA		J:43658 	
MGI:1346863	Mapk10	mitogen-activated protein kinase 10	5		JNK cascade			ISO	RGD:3663 	J:155856 	
MGI:1338024	Mapk11	mitogen-activated protein kinase 11	15		JNK cascade			IEA	GO:0004705 	J:346132 	
MGI:1338024	Mapk11	mitogen-activated protein kinase 11	15		MAPK cascade	is a part of osteoblast differentiation,is a part of bone development		IMP		J:163789 	
MGI:1338024	Mapk11	mitogen-activated protein kinase 11	15		p38MAPK cascade			IEA	ENSP00000333685 Q15759 	J:342605 	
MGI:1338024	Mapk11	mitogen-activated protein kinase 11	15		p38MAPK cascade			ISO	Q15759 	J:164563 	
MGI:1338024	Mapk11	mitogen-activated protein kinase 11	15		stress-activated MAPK cascade			ISO	Q15759 	J:164563 	
MGI:1338024	Mapk11	mitogen-activated protein kinase 11	15		stress-activated MAPK cascade			ISS	Q15759 	J:113819 	
MGI:1353438	Mapk12	mitogen-activated protein kinase 12	15		JNK cascade			IEA	GO:0004705 	J:346132 	
MGI:1346864	Mapk13	mitogen-activated protein kinase 13	17		JNK cascade			IEA	GO:0004705 	J:346132 	
MGI:1346864	Mapk13	mitogen-activated protein kinase 13	17		stress-activated MAPK cascade			ISO	O15264 	J:164563 	
MGI:1346864	Mapk13	mitogen-activated protein kinase 13	17		stress-activated MAPK cascade			ISS	O15264 	J:342587 	
MGI:1346865	Mapk14	mitogen-activated protein kinase 14	17		JNK cascade			IEA	GO:0004705 	J:346132 	
MGI:1346865	Mapk14	mitogen-activated protein kinase 14	17		MAPK cascade	is a part of osteoblast differentiation,is a part of bone development		IMP		J:163789 	
MGI:1346865	Mapk14	mitogen-activated protein kinase 14	17		p38MAPK cascade			IDA		J:203388 	
MGI:1346865	Mapk14	mitogen-activated protein kinase 14	17		p38MAPK cascade			ISO	Q16539 	J:164563 	
MGI:1346865	Mapk14	mitogen-activated protein kinase 14	17		stress-activated MAPK cascade			IEA	ENSP00000229794 Q16539 	J:342605 	
MGI:1346865	Mapk14	mitogen-activated protein kinase 14	17		stress-activated MAPK cascade			ISO	RGD:70496 	J:155856 	
MGI:1346865	Mapk14	mitogen-activated protein kinase 14	17		stress-activated MAPK cascade			ISO	Q16539 	J:164563 	
MGI:2652894	Mapk15	mitogen-activated protein kinase 15	15		JNK cascade			IEA	GO:0004705 	J:346132 	
MGI:109298	Mapkapk2	MAP kinase-activated protein kinase 2	1		p38MAPK cascade			IMP		J:204512 	
MGI:1347004	Mapkbp1	mitogen-activated protein kinase binding protein 1	2		positive regulation of JNK cascade			IBA	MGI:1347004 PTN002894181 	J:161428 	
MGI:1347004	Mapkbp1	mitogen-activated protein kinase binding protein 1	2		positive regulation of JNK cascade			IDA		J:57455 	
MGI:1309998	Marco	macrophage receptor with collagenous structure	1		positive regulation of ERK1 and ERK2 cascade			IEA	ENSRNOP00000066125 M0R9F7 	J:342605 	
MGI:1920858	Marveld3	MARVEL (membrane-associating) domain containing 3	8		negative regulation of JNK cascade			ISO	Q96A59 	J:73065 	
MGI:1918320	Mbip	MAP3K12 binding inhibitory protein 1	12		positive regulation of JNK cascade			IEA	ENSP00000399718 Q9NS73 	J:342605 	
MGI:96925	Mbp	myelin basic protein	18		MAPK cascade			IEA	ENSP00000348273 P02686 	J:342605 	
MGI:96925	Mbp	myelin basic protein	18		MAPK cascade			ISO	P02686 	J:164563 	
MGI:107687	Mdfi	MyoD family inhibitor	17		regulation of JNK cascade			IBA	MGI:107687 PTN000393117 Q9P1T7 	J:161428 	
MGI:107687	Mdfi	MyoD family inhibitor	17		regulation of JNK cascade		PR:P70331-2	IDA		J:159078 	
MGI:104611	Mdfic	MyoD family inhibitor domain containing	6		regulation of JNK cascade			IBA	MGI:107687 PTN000393117 Q9P1T7 	J:161428 	
MGI:104611	Mdfic	MyoD family inhibitor domain containing	6		regulation of JNK cascade			ISO	Q9P1T7 	J:164563 	
MGI:2685611	Mdfic2	MyoD family inhibitor domain containing 2	6		regulation of JNK cascade			IBA	MGI:107687 PTN000393117 Q9P1T7 	J:161428 	
MGI:95457	Mecom	MDS1 and EVI1 complex locus	3		negative regulation of JNK cascade			ISO	Q03112 	J:164563 	
MGI:95457	Mecom	MDS1 and EVI1 complex locus	3		negative regulation of JNK cascade			ISS	Q03112 	J:342587 	
MGI:99532	Mef2a	myocyte enhancer factor 2A	7		ERK5 cascade			ISO	Q02078 	J:164563 	
MGI:99532	Mef2a	myocyte enhancer factor 2A	7		ERK5 cascade			ISS	Q02078 	J:342587 	
MGI:99532	Mef2a	myocyte enhancer factor 2A	7		MAPK cascade			ISO	Q02078 	J:164563 	
MGI:99532	Mef2a	myocyte enhancer factor 2A	7		MAPK cascade			ISS	Q02078 	J:342587 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		MAPK cascade			IDA		J:175200 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		MAPK cascade			IMP		J:144071 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		MAPK cascade			ISO	Q06413 	J:164563 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		positive regulation of MAPK cascade			ISO	RGD:1563119 	J:155856 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		positive regulation of MAPK cascade	happens in hippocampus CA1,is a part of response to ischemia		ISS	A0A096MJY4 	J:342587 	
MGI:1316736	Men1	multiple endocrine neoplasia 1	19		MAPK cascade			ISO	O00255 	J:164563 	
MGI:1316736	Men1	multiple endocrine neoplasia 1	19		negative regulation of JNK cascade			ISO	O00255 	J:164563 	
MGI:96969	Met	met proto-oncogene	6		positive regulation of MAPK cascade			IPI	Q8BUE7 	J:92782 	
MGI:96969	Met	met proto-oncogene	6		positive regulation of p38MAPK cascade			IMP	MGI:3041135 	J:204089 	
MGI:1098644	Mfhas1	malignant fibrous histiocytoma amplified sequence 1	8		positive regulation of ERK1 and ERK2 cascade			ISO	Q9Y4C4 	J:164563 	
MGI:1098644	Mfhas1	malignant fibrous histiocytoma amplified sequence 1	8		positive regulation of ERK1 and ERK2 cascade			ISS	Q9Y4C4 	J:342587 	
MGI:1098644	Mfhas1	malignant fibrous histiocytoma amplified sequence 1	8		positive regulation of JNK cascade			ISO	Q9Y4C4 	J:164563 	
MGI:1098644	Mfhas1	malignant fibrous histiocytoma amplified sequence 1	8		positive regulation of JNK cascade			ISS	Q9Y4C4 	J:342587 	
MGI:1098644	Mfhas1	malignant fibrous histiocytoma amplified sequence 1	8		positive regulation of p38MAPK cascade			ISO	Q9Y4C4 	J:164563 	
MGI:1098644	Mfhas1	malignant fibrous histiocytoma amplified sequence 1	8		positive regulation of p38MAPK cascade			ISS	Q9Y4C4 	J:342587 	
MGI:1100537	Mid1	midline 1	XY		positive regulation of stress-activated MAPK cascade			IEA	ENSP00000312678 O15344 	J:342605 	
MGI:1100537	Mid1	midline 1	XY		positive regulation of stress-activated MAPK cascade			ISO	O15344 	J:164563 	
MGI:96982	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	10		positive regulation of ERK1 and ERK2 cascade			IDA		J:114878 	
MGI:96982	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	10		positive regulation of ERK1 and ERK2 cascade			IDA		J:157889 	
MGI:96982	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	10		positive regulation of ERK1 and ERK2 cascade			ISO	P14174 	J:164563 	
MGI:1355329	Mink1	misshapen-like kinase 1 (zebrafish)	11		MAPK cascade			IBA	PTN000685430 Q9H2K8 RGD:621590 	J:161428 	
MGI:1355329	Mink1	misshapen-like kinase 1 (zebrafish)	11		positive regulation of JNK cascade			IDA		J:60996 	
MGI:1355329	Mink1	misshapen-like kinase 1 (zebrafish)	11		positive regulation of JNK cascade			ISO	Q8N4C8 	J:164563 	
MGI:1355329	Mink1	misshapen-like kinase 1 (zebrafish)	11		positive regulation of p38MAPK cascade			IDA		J:60996 	
MGI:1355329	Mink1	misshapen-like kinase 1 (zebrafish)	11		regulation of MAPK cascade			IBA	MGI:1339975 MGI:1349394 MGI:1355329 MGI:1915919 MGI:1928487 O95819 PTN001969365 Q13153 Q8N4C8 Q9H2K8 Q9UKE5 SPBC1604.14c 	J:161428 	
MGI:3718543	Mir504	microRNA 504	X		ERK1 and ERK2 cascade			IDA		J:246383 	
MGI:97052	Mos	Moloney sarcoma oncogene	4		MAPK cascade			ISS	P12965 	J:342587 	
MGI:97052	Mos	Moloney sarcoma oncogene	4		positive regulation of ERK1 and ERK2 cascade			ISO	P00540 	J:164563 	
MGI:97052	Mos	Moloney sarcoma oncogene	4		positive regulation of ERK1 and ERK2 cascade			ISS	P00540 	J:342587 	
MGI:97052	Mos	Moloney sarcoma oncogene	4		positive regulation of MAPK cascade			IBA	MGI:97052 P00540 PTN001147960 	J:161428 	
MGI:97052	Mos	Moloney sarcoma oncogene	4		positive regulation of MAPK cascade	happens at the same time as female meiotic nuclear division,uses UniProtKB:Q63844,uses UniProtKB:P63085		IMP		J:32974 	
MGI:97052	Mos	Moloney sarcoma oncogene	4		positive regulation of MAPK cascade	happens at the same time as female meiotic nuclear division		IMP		J:34085 	
MGI:99614	Mst1r	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	9		positive regulation of MAP kinase activity			ISO	Q04912 	J:164563 	
MGI:97173	Mt3	metallothionein 3	8		positive regulation of ERK1 and ERK2 cascade			IBA	MGI:97173 P25713 PTN000591637 	J:161428 	
MGI:97173	Mt3	metallothionein 3	8		positive regulation of ERK1 and ERK2 cascade	happens at the same time as cellular response to zinc ion		IMP		J:178564 	
MGI:97173	Mt3	metallothionein 3	8		positive regulation of ERK1 and ERK2 cascade			ISO	P25713 	J:164563 	
MGI:1915485	Mturn	maturin, neural progenitor differentiation regulator homolog (Xenopus)	6		positive regulation of ERK1 and ERK2 cascade			ISO	Q8N3F0 	J:164563 	
MGI:1915485	Mturn	maturin, neural progenitor differentiation regulator homolog (Xenopus)	6		positive regulation of ERK1 and ERK2 cascade			ISS	Q8N3F0 	J:342587 	
MGI:1915485	Mturn	maturin, neural progenitor differentiation regulator homolog (Xenopus)	6		positive regulation of JNK cascade			ISO	Q8N3F0 	J:164563 	
MGI:1915485	Mturn	maturin, neural progenitor differentiation regulator homolog (Xenopus)	6		positive regulation of JNK cascade			ISS	Q8N3F0 	J:342587 	
MGI:2385039	Muc20	mucin 20	16		positive regulation of MAPK cascade			IPI	PR:P16056 	J:92782 	
MGI:97250	Myc	myelocytomatosis oncogene	15		ERK1 and ERK2 cascade			ISO	P01106 	J:164563 	
MGI:97250	Myc	myelocytomatosis oncogene	15		MAPK cascade			ISO	P01106 	J:164563 	
MGI:97250	Myc	myelocytomatosis oncogene	15		MAPK cascade			ISS	P01106 	J:342587 	
MGI:108005	Myd88	myeloid differentiation primary response gene 88	9		JNK cascade	happens in fibroblast		IMP	MGI:2385681 	J:84679 	
MGI:108005	Myd88	myeloid differentiation primary response gene 88	9		JNK cascade			ISO	RGD:735043 	J:155856 	
MGI:108005	Myd88	myeloid differentiation primary response gene 88	9		positive regulation of JNK cascade	positively regulates JNK cascade		IMP	MGI:2385681 	J:84679 	
MGI:2156020	Mydgf	myeloid derived growth factor	17		positive regulation of MAPK cascade			IDA		J:216795 	
MGI:107717	Myh9	myosin, heavy polypeptide 9, non-muscle	15		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:3140 	J:155856 	
MGI:2139434	Mylk2	myosin, light polypeptide kinase 2, skeletal muscle	2		regulation of MAPK cascade			ISO	RGD:620934 	J:155856 	
MGI:1202864	Myoc	myocilin	1		positive regulation of JNK cascade			IEA	ENSP00000037502 Q99972 	J:342605 	
MGI:1202864	Myoc	myocilin	1		positive regulation of JNK cascade			ISO	Q99972 	J:164563 	
MGI:1202864	Myoc	myocilin	1		regulation of MAPK cascade			ISO	Q99972 	J:164563 	
MGI:1202864	Myoc	myocilin	1		regulation of MAPK cascade			ISS	Q99972 	J:342587 	
MGI:1298223	Naip1	NLR family, apoptosis inhibitory protein 1	13		positive regulation of JNK cascade			ISO	Q13075 	J:164563 	
MGI:1298226	Naip2	NLR family, apoptosis inhibitory protein 2	13		positive regulation of JNK cascade			ISO	Q13075 	J:164563 	
MGI:1298220	Naip5	NLR family, apoptosis inhibitory protein 5	13		positive regulation of JNK cascade			ISO	Q13075 	J:164563 	
MGI:1298222	Naip6	NLR family, apoptosis inhibitory protein 6	13		positive regulation of JNK cascade			ISO	Q13075 	J:164563 	
MGI:1858256	Naip7	NLR family, apoptosis inhibitory protein 7	13		positive regulation of JNK cascade			ISO	Q13075 	J:164563 	
MGI:1929865	Nampt	nicotinamide phosphoribosyltransferase	12		positive regulation of ERK1 and ERK2 cascade			IEA	ENSP00000222553 P43490 	J:342605 	
MGI:108498	Nbr1	NBR1, autophagy cargo receptor	11		regulation of stress-activated MAPK cascade			IMP		J:162412 	
MGI:1349717	Ncor1	nuclear receptor co-repressor 1	11		negative regulation of JNK cascade			ISO	O75376 	J:164563 	
MGI:1352498	Ndrg2	N-myc downstream regulated gene 2	14		negative regulation of ERK1 and ERK2 cascade			IMP		J:164832 	
MGI:2384590	Ndrg4	N-myc downstream regulated gene 4	8		positive regulation of ERK1 and ERK2 cascade			IBA	PTN002592750 Q9ULP0 RGD:621593 	J:161428 	
MGI:2384590	Ndrg4	N-myc downstream regulated gene 4	8		positive regulation of ERK1 and ERK2 cascade			IEA	ENSP00000457659 Q9ULP0 	J:342605 	
MGI:2384590	Ndrg4	N-myc downstream regulated gene 4	8		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:621593 	J:155856 	
MGI:2384590	Ndrg4	N-myc downstream regulated gene 4	8		positive regulation of ERK1 and ERK2 cascade			ISO	Q9ULP0 	J:164563 	
MGI:104719	Ndst1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	18		positive regulation of MAPK cascade	happens in fibroblast,happens in head mesenchyme		IMP	MGI:3589383 	J:100425 	
MGI:2152211	Necab2	N-terminal EF-hand calcium binding protein 2	8		positive regulation of ERK1 and ERK2 cascade			IEA	ENSP00000307449 Q7Z6G3 	J:342605 	
MGI:2152211	Necab2	N-terminal EF-hand calcium binding protein 2	8		positive regulation of ERK1 and ERK2 cascade			ISO	Q7Z6G3 	J:164563 	
MGI:2685128	Nek10	NIMA (never in mitosis gene a)- related kinase 10	14		positive regulation of MAP kinase activity			ISO	Q6ZWH5 	J:164563 	
MGI:2685128	Nek10	NIMA (never in mitosis gene a)- related kinase 10	14		regulation of ERK1 and ERK2 cascade			ISO	Q6ZWH5 	J:164563 	
